zinc_ids,polymer,reactants
ZINC000072397458,*=CCNC(C=*)CN1CCOCC1,C1=CC(CN2CCOCC2)NC1
ZINC000095221279,*=CC1OC(C=*)C(C(=O)OC)C1N,COC(=O)C1C2C=CC(O2)C1N
ZINC000100096240,*=CC1CC(C=*)C(C(=O)O)C1C(N)=O,NC(=O)C1C2C=CC(C2)C1C(=O)O
ZINC000223813404,*=CSC1=NNC(=O)CN1C=*,O=C1CN2C=CSC2=NN1
ZINC001560408632,*=C[C](CO)CC(N)C=*,NC1C=C[C](CO)C1
ZINC000012421691,*=CC(CS(=O)(=O)C=*)NC(=O)C(=O)OC,COC(=O)C(=O)NC1C=CS(=O)(=O)C1
ZINC000034583555,*=CC1OC(C=*)C2C(=O)N(CCO)C(=O)C12,O=C1C2C3C=CC(O3)C2C(=O)N1CCO
ZINC000534658820,*=CCNC(C=*)C(=O)N1CC2C(=O)N(C)C(=O)C2C1,CN1C(=O)C2CN(C(=O)C3C=CCN3)CC2C1=O
ZINC000827690928,*=CCNC(C=*)C(=O)NCCc1cnn[nH]1,O=C(NCCc1cnn[nH]1)C1C=CCN1
ZINC000001568256,*=CCCC1SC1CCC=*,C1=CCCC2SC2CC1
ZINC000001676800,*=CC1CC(C=*)C(COC(=O)CCC)C1,CCCC(=O)OCC1CC2C=CC1C2
ZINC000001683349,*=CCCC(C=*)NCCCCCC,CCCCCCNC1C=CCC1
ZINC000001692709,*=Cc1ccccc1C(C)(C)C=*,CC1(C)C=Cc2ccccc21
ZINC000002011674,*=CCc1cccc(C)c1C=*,Cc1cccc2c1C=CC2
ZINC000002534457,*=CC1CC(C=*)C(CC)C1,CCC1CC2C=CC1C2
ZINC000002564195,*=CC(C)(C)CC(C)(C)C=*,CC1(C)C=CC(C)(C)C1
ZINC000003199949,*=CCCP(=O)(C=*)c1ccccc1,O=P1(c2ccccc2)C=CCC1
ZINC000003635731,*=CCC1=C(C=*)CCCC1,C1=CC2=C(C1)CCCC2
ZINC000004721585,*=CC1CC(C=*)C2CN(CCCC)CC12,CCCCN1CC2C3C=CC(C3)C2C1
ZINC000005369147,*=CCCCc1cc(O)c(OC)cc1C=*,COc1cc2c(cc1O)CCCC=C2
ZINC000005445105,*=CCP(=O)(CC=*)N1CCCCCC1,O=P1(N2CCCCCC2)CC=CC1
ZINC000005831535,*=CCCCCC1C(C=*)C1C(=O)OCC,CCOC(=O)C1C2C=CCCCCC21
ZINC000026496123,*=CCC1Cc2ccccc2C(CC=*)N1,C1=CCC2NC(C1)Cc1ccccc12
ZINC000032181048,*=CC1CC(C=*)c2cc(C(=O)O)ccc21,O=C(O)c1ccc2c(c1)C1C=CC2C1
ZINC000039223926,*=CC1CC(C=*)C2c3ccccc3C(=O)C12,O=C1c2ccccc2C2C3C=CC(C3)C12
ZINC000045027849,*=CC12CCCCC1(C=*)CC(O)CC2,OC1CCC23C=CC2(CCCC3)C1
ZINC000045027949,*=CC1c2cc(OC)ccc2C2C(C=*)C12,COc1ccc2c(c1)C1C=CC3C2C13
ZINC000045331799,*=CC=C(CC=*)C(C)C,CC(C)C1=CC=CC1
ZINC000055168390,*=Cc1ccc(C=C)cc1C=*,C=Cc1ccc2c(c1)C=C2
ZINC000066354635,*=CC1CC(C=*)c2ccccc21,C1=CC2CC1c1ccccc12
ZINC000071259689,*=CCc1c(F)cc(F)cc1C=*,Fc1cc(F)c2c(c1)C=CC2
ZINC000071785502,*=CCCCCC1CC1C=*,C1=CC2CC2CCCC1
ZINC000071785515,*=CC1C(C)CCC1(C)C=*,CC1CCC2(C)C=CC12
ZINC000071785808,*=CC1CC(C=*)c2cc(F)ccc21,Fc1ccc2c(c1)C1C=CC2C1
ZINC000071786940,*=CCC1C2CCC(C2)C1C=*,C1=CC2C3CCC(C3)C2C1
ZINC000083740559,*=CCC(CN)(CC=*)c1ccc(C)cc1,Cc1ccc(C2(CN)CC=CC2)cc1
ZINC000090377049,*=CCc1cc(C)c(C)cc1C=*,Cc1cc2c(cc1C)CC=C2
ZINC000095922770,*=CCc1cc(F)c(F)cc1C=*,Fc1cc2c(cc1F)CC=C2
ZINC000169618027,*=CC1CC(C=*)C(C(=O)OC(C)(C)C)C1,CC(C)(C)OC(=O)C1CC2C=CC1C2
ZINC000211747740,*=CC1CC(=CN2CCCCC2)C(C=*)C1,C1=CC2CC1CC2=CN1CCCCC1
ZINC000045070944,*=CC1CC(C=*)C23OC12C(=O)c1ccccc1C3=O,O=C1c2ccccc2C(=O)C23OC12C1C=CC3C1
ZINC000001065927,*=CCC1C(C(=O)O)Nc2c(O)cccc2C1C=*,O=C(O)C1Nc2c(O)cccc2C2C=CCC12
ZINC000006506851,*=CNC(NC=*)=C(C=O)C(=O)c1ccccc1,O=CC(C(=O)c1ccccc1)=C1NC=CN1
ZINC000000004093,*=CC(CO)CC(C=*)n1cnc2c(=O)[nH]c(N)nc21,Nc1nc2c(ncn2C2C=CC(CO)C2)c(=O)[nH]1
ZINC000000007048,*=CC(CO)OC(C=*)n1cc(F)c(N)nc1=O,Nc1nc(=O)n(C2C=CC(CO)O2)cc1F
ZINC000000033893,*=CC(CO)OC(C=*)n1cnc2c(N)ncnc21,Nc1ncnc2c1ncn2C1C=CC(CO)O1
ZINC000000405370,*=CC1CC(C=*)C2C(=O)N(CC(=O)O)C(=O)C12,O=C(O)CN1C(=O)C2C3C=CC(C3)C2C1=O
ZINC000000510436,*=CC1CC(C=*)C2C(=O)N(n3cnnc3)C(=O)C12,O=C1C2C3C=CC(C3)C2C(=O)N1n1cnnc1
ZINC000001611677,*=CC(CO)OC(C=*)n1ccc(N)nc1=O,Nc1ccn(C2C=CC(CO)O2)c(=O)n1
ZINC000003798087,*=CC(O)CC(C)OC(=O)CC(O)C(O)C=*,CC1CC(O)C=CC(O)C(O)CC(=O)O1
ZINC000004851882,*=CC(CS(=O)(=O)C=*)NC(=O)N(C)C,CN(C)C(=O)NC1C=CS(=O)(=O)C1
ZINC000005218047,*=CC1OC(C=*)C(C(=O)OC)C1C(=O)OC,COC(=O)C1C2C=CC(O2)C1C(=O)OC
ZINC000005368332,*=CC1CC(C=*)C(C(=O)NC)C1C(=O)NC,CNC(=O)C1C2C=CC(C2)C1C(=O)NC
ZINC000005522141,*=CC1CC(C=*)C(C(=O)Nn2cnnc2)C1C(=O)O,O=C(O)C1C2C=CC(C2)C1C(=O)Nn1cnnc1
ZINC000005847128,*=CC(CS(=O)(=O)C=*)Sc1n[nH]c(N)n1,Nc1nc(SC2C=CS(=O)(=O)C2)n[nH]1
ZINC000005893421,*=CC(CO)OC(C=*)n1cnc2c(=O)[nH]cnc21,O=c1[nH]cnc2c1ncn2C1C=CC(CO)O1
ZINC000005896761,*=CC1OC(C=*)C(C(=O)NC2CC2)C1C(=O)O,O=C(O)C1C2C=CC(O2)C1C(=O)NC1CC1
ZINC000006021988,*=CC1CC(C=*)C2C(=O)N(OCC(=O)O)C(=O)C12,O=C(O)CON1C(=O)C2C3C=CC(C3)C2C1=O
ZINC000012175513,*=CC(CS(=O)(=O)C=*)NC(=S)NC,CNC(=S)NC1C=CS(=O)(=O)C1
ZINC000013382328,*=CC1CC(C=*)C(C(=O)NCCO)C1C(=O)O,O=C(O)C1C2C=CC(C2)C1C(=O)NCCO
ZINC000013400556,*=CC1CC(C=*)C2C(=O)N(CCO)C(=O)C12,O=C1C2C3C=CC(C3)C2C(=O)N1CCO
ZINC000016032959,*=CC1OC(C=*)C2C(=O)N(N(C)C)C(=O)C12,CN(C)N1C(=O)C2C3C=CC(O3)C2C1=O
ZINC000016035264,*=CC1OC(C=*)C2C(=O)N(C(N)=O)C(=O)C12,NC(=O)N1C(=O)C2C3C=CC(O3)C2C1=O
ZINC000018256187,*=CC1CC(C=*)C2C(=O)N(CC(N)=O)C(=O)C12,NC(=O)CN1C(=O)C2C3C=CC(C3)C2C1=O
ZINC000019520247,*=CCN(C(C=*)C(=O)NC1CC1)S(=O)(=O)CC,CCS(=O)(=O)N1CC=CC1C(=O)NC1CC1
ZINC000019572234,*=CCN(C(C=*)C(=O)NC1CC1)S(C)(=O)=O,CS(=O)(=O)N1CC=CC1C(=O)NC1CC1
ZINC000020198470,*=CC1CC(C=*)C2C(=O)N(CC(=O)OC)C(=O)C12,COC(=O)CN1C(=O)C2C3C=CC(C3)C2C1=O
ZINC000030714392,*=CSC1C(=O)CNS(=O)(=O)C1C=*,O=C1CNS(=O)(=O)C2C=CSC12
ZINC000036720792,*=CSC1C(=O)CN(C)S(=O)(=O)C1C=*,CN1CC(=O)C2SC=CC2S1(=O)=O
ZINC000040163906,*=CNNC(=O)c1nnc2ccnn2c1C=*,O=C1NNC=Cc2c1nnc1ccnn21
ZINC000040166622,*=CC(CS(=O)(=O)C=*)NC(=S)OC,COC(=S)NC1C=CS(=O)(=O)C1
ZINC000040166930,*=CC(CS(=O)(=O)C=*)NC(=S)NN(C)C,CN(C)NC(=S)NC1C=CS(=O)(=O)C1
ZINC000040168145,*=CC(CS(=O)(=O)C=*)NC(=S)OCCO,O=S1(=O)C=CC(NC(=S)OCCO)C1
ZINC000091689988,*=CC1OC(C=*)C2C(=O)N(CCCCN)C(=O)C12,NCCCCN1C(=O)C2C3C=CC(O3)C2C1=O
ZINC000000137884,*=CC(CO)OC(C=*)n1cc(C)c(=O)[nH]c1=O,Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O
ZINC000001237788,*=CC(CC(=O)N1CCOCC1)CS(=O)(=O)C=*,O=C(CC1C=CS(=O)(=O)C1)N1CCOCC1
ZINC000002196622,*=CC(CS(=O)(=O)C=*)OS(=O)(=O)O,O=S1(=O)C=CC(OS(=O)(=O)O)C1
ZINC000003681344,*=CC(CS(=O)(=O)C=*)NC(CC)C(=O)O,CCC(NC1C=CS(=O)(=O)C1)C(=O)O
ZINC000003684614,*=CC(CS(=O)(=O)C=*)NC(C(=O)O)C(C)C,CC(C)C(NC1C=CS(=O)(=O)C1)C(=O)O
ZINC000003865803,*=CC(CS(=O)(=O)C=*)NCCCC(=O)O,O=C(O)CCCNC1C=CS(=O)(=O)C1
ZINC000004992558,*=CC(CS(=O)(=O)C=*)NCCC(=O)O,O=C(O)CCNC1C=CS(=O)(=O)C1
ZINC000005010802,*=CC(CC(=O)NC(N)=O)CS(=O)(=O)C=*,NC(=O)NC(=O)CC1C=CS(=O)(=O)C1
ZINC000012391998,*=CNN=C(O)c1cnc2ncnn2c1C=*,OC1=NNC=Cc2c1cnc1ncnn21
ZINC000018256037,*=CC1CC(C=*)C2C(=O)N(CCC(N)=O)C(=O)C12,NC(=O)CCN1C(=O)C2C3C=CC(C3)C2C1=O
ZINC000019805338,*=CC(CS(=O)(=O)C=*)N1CCOCC1,O=S1(=O)C=CC(N2CCOCC2)C1
ZINC000038293744,*=CC1C(C(=O)OC)=COC2OCC(O)(C=*)C21,COC(=O)C1=COC2OCC3(O)C=CC1C23
ZINC000100094193,*=CC1CC(C=*)C2C(=O)N(C(C)C(N)=O)C(=O)C12,CC(C(N)=O)N1C(=O)C2C3C=CC(C3)C2C1=O
ZINC000100128730,*=CNNC(=O)c1c(C)nc2ncnn2c1C=*,Cc1nc2ncnn2c2c1C(=O)NNC=C2
ZINC000100289274,*=CC1CC(C=*)C2C(=O)N(CC(=O)NC)C(=O)C12,CNC(=O)CN1C(=O)C2C3C=CC(C3)C2C1=O
ZINC000100444647,*=CC1CC(C=*)C2C(=O)N(CCN)C(=O)C12,NCCN1C(=O)C2C3C=CC(C3)C2C1=O
ZINC000102056685,*=CCN(CC=*)C1CCN(S(C)(=O)=O)C1,CS(=O)(=O)N1CCC(N2CC=CC2)C1
ZINC000138715979,*=CC1OC(C=*)C(C(=O)N(C)C)C1C(=O)O,CN(C)C(=O)C1C2C=CC(O2)C1C(=O)O
ZINC000534587838,*=CCNC(C=*)C(=O)NCc1nnc2ccccn12,O=C(NCc1nnc2ccccn12)C1C=CCN1
ZINC000534631861,*=CCNC(C=*)C(=O)N1CCN(CCOC)CC1,COCCN1CCN(C(=O)C2C=CCN2)CC1
ZINC000534649965,*=CCNC(C=*)C(=O)NCCCn1nc(C)nc1C,Cc1nc(C)n(CCCNC(=O)C2C=CCN2)n1
ZINC000584897454,*=CCNC(C=*)C(=O)NCc1nnc(N)s1,Nc1nnc(CNC(=O)C2C=CCN2)s1
ZINC000826838672,*=CCN(CC=*)C(=O)C1CCCN(CC(N)=O)C1,NC(=O)CN1CCCC(C(=O)N2CC=CC2)C1
ZINC000827587196,*=CCNC(C=*)C(=O)NCc1csc(N)n1,Nc1nc(CNC(=O)C2C=CCN2)cs1
ZINC000827785164,*=CCNC(C=*)C(=O)NCCN=c1cc[nH]cc1C,Cc1c[nH]ccc1=NCCNC(=O)C1C=CCN1
ZINC000828301512,*=CCN1C(=O)C2(CCOCC2)NC(=O)C1C=*,O=C1NC2(CCOCC2)C(=O)N2CC=CC12
ZINC000952981642,*=CCN(C(=O)Cn1[nH]nnc1=N)C(C=*)C(C)C,CC(C)C1C=CCN1C(=O)Cn1[nH]nnc1=N
ZINC001506428335,*=CCNC(C=*)C(=O)N(C)CCN1CCOCC1,CN(CCN1CCOCC1)C(=O)C1C=CCN1
ZINC001772702639,*=CCC(CC=*)C(=O)N1CC2CNCC2(CO)C1,O=C(C1CC=CC1)N1CC2CNCC2(CO)C1
ZINC000001664210,*=CC1CC(C=*)C(O)(c2ccccc2)C1,OC1(c2ccccc2)CC2C=CC1C2
ZINC000001665727,*=CCP(=O)(CC=*)c1ccccc1,O=P1(c2ccccc2)CC=CC1
ZINC000001711581,*=CCCCCC1C(C=*)C1C(=O)O,O=C(O)C1C2C=CCCCCC21
ZINC000001720739,*=CCCCCCC(O)CC=*,OC1CC=CCCCCC1
ZINC000003847102,*=Cc1ccccc1C=C(C)C(O)C=*,CC1=Cc2ccccc2C=CC1O
ZINC000003848276,*=Cc1ccccc1C(C)(C=*)C(=O)OC,COC(=O)C1(C)C=Cc2ccccc21
ZINC000004105276,*=CCC1C2CC(OC(C)=O)C(C2)C1C=*,CC(=O)OC1CC2CC1C1C=CCC21
ZINC000004410312,*=CCC1C(C=*)C2CC(OC(C)=O)C1C2,CC(=O)OC1CC2CC1C1CC=CC21
ZINC000004753520,*=COc1ccccc1-c1nc(C)nn1C=*,Cc1nc2n(n1)C=COc1ccccc1-2
ZINC000004803451,*=CC1CC(C=*)C(COC(=O)CC)C1,CCC(=O)OCC1CC2C=CC1C2
ZINC000004962360,*=CCCC(=O)c1c(O)ccc(O)c1C=*,O=C1CCC=Cc2c(O)ccc(O)c21
ZINC000005031470,*=CCCC(C=*)CC(O)C(C)OCC,CCOC(C)C(O)CC1C=CCC1
ZINC000005162038,*=CC1CC(C=*)c2c(N)cccc21,Nc1cccc2c1C1C=CC2C1
ZINC000005162069,*=CC1CC(C=*)c2cc(N)ccc21,Nc1ccc2c(c1)C1C=CC2C1
ZINC000006562816,*=CC1CC(C=*)C(CC(C)=O)C1,CC(=O)CC1CC2C=CC1C2
ZINC000008100909,*=CCC1CCCC1C=*,C1=CC2CCCC2C1
ZINC000012505376,*=CC1CC(C=*)N(Cc2ccccc2)C1,C1=CC2CC1CN2Cc1ccccc1
ZINC000016083249,*=CCc1ccc(OC)cc1C=*,COc1ccc2c(c1)C=CC2
ZINC000016575496,*=CC1CC(C=*)C(C(=O)OC(C)C)C1,CC(C)OC(=O)C1CC2C=CC1C2
ZINC000018028753,*=CCCCC(CCC=*)OC(C)=O,CC(=O)OC1CCC=CCCC1
ZINC000018037996,*=CCCCC(CCC=*)C(=O)OC,COC(=O)C1CCC=CCCC1
ZINC000032213685,*=CCCCC(=O)CCC=*,O=C1CCC=CCCC1
ZINC000032220541,*=CCc1cc(OC)c(OC)cc1C=*,COc1cc2c(cc1OC)CC=C2
ZINC000038523427,*=CCCC(C=*)NC(=O)OC(C)(C)C,CC(C)(C)OC(=O)NC1C=CCC1
ZINC000057935749,*=Cc1ccccc1C(C=*)CC(=O)O,O=C(O)CC1C=Cc2ccccc21
ZINC000059284040,*=Cc1ccccc1C=*,C1=Cc2ccccc21
ZINC000074309502,*=CCC(N)(CC=*)c1ccc(C)cc1,Cc1ccc(C2(N)CC=CC2)cc1
ZINC000083740439,*=CCC(CC=*)(C(=O)O)c1ccccc1,O=C(O)C1(c2ccccc2)CC=CC1
ZINC000083740527,*=CCC(CN)(CC=*)c1ccccc1,NCC1(c2ccccc2)CC=CC1
ZINC000095611856,*=COCCOC(C)(C=*)c1ccccc1,CC1(c2ccccc2)C=COCCO1
ZINC000100019353,*=CC1OC(C=*)c2ccccc21,C1=CC2OC1c1ccccc12
ZINC000104398284,*=CCP(CC=*)c1ccccc1,C1=CCP(c2ccccc2)C1
ZINC000104927574,*=CC1C2CCC3C(C=*)C1C23,C1=CC2C3CCC4C1C2C43
ZINC000104928145,*=CC1CC(C=*)c2cc(CO)ccc21,OCc1ccc2c(c1)C1C=CC2C1
ZINC000199912509,*=CCC(CO)(CC=*)c1ccccc1,OCC1(c2ccccc2)CC=CC1
ZINC000225750678,*=CCCC(C=*)CNC(=O)OC(C)(C)C,CC(C)(C)OC(=O)NCC1C=CCC1
ZINC000261507978,*=CCC(O)(CC=*)c1cccc(F)c1,OC1(c2cccc(F)c2)CC=CC1
ZINC000299803682,*=CCc1c(N2CCCC2)ccnc1C=*,C1=Cc2nccc(N3CCCC3)c2C1
ZINC000334310509,*=CCC(CC=*)C(=O)N1CCC=C(F)C1,O=C(C1CC=CC1)N1CCC=C(F)C1
ZINC001560411761,*=C[CH]SC(C=*)=C(O)CCN(C)C,CN(C)CCC(O)=C1C=C[CH]S1
ZINC000002274450,*=CC1CC(C=*)C(C(=O)OCC#C)C1C(=O)O,C#CCOC(=O)C1C2C=CC(C2)C1C(=O)O
ZINC000002402526,*=CC(CS(=O)(=O)C=*)N=Cc1ccncc1,O=S1(=O)C=CC(N=Cc2ccncc2)C1
ZINC000005283129,*=CC1CC(C=*)C2C(=O)N(OCC=C)C(=O)C12,C=CCON1C(=O)C2C3C=CC(C3)C2C1=O
ZINC000016051332,*=CC1OC(C=*)C2C(=O)N(CC=C)C(=O)C12,C=CCN1C(=O)C2C3C=CC(O3)C2C1=O
ZINC000018101339,*=CC1CC(C=*)C2C(=O)N(CC=C)C(=O)C12,C=CCN1C(=O)C2C3C=CC(C3)C2C1=O
ZINC000018193508,*=CC1CC(C=*)C2C(=O)N(CCC#N)C(=O)C12,N#CCCN1C(=O)C2C3C=CC(C3)C2C1=O
ZINC000045070818,*=CC1CC(=O)C2C(OS(C)(=O)=O)CC(C=*)C12,CS(=O)(=O)OC1CC2C=CC3CC(=O)C1C32
ZINC000100362782,*=CC1CC(C=*)C(C(=O)ON2C(=O)CCC2=O)C1,O=C(ON1C(=O)CCC1=O)C1CC2C=CC1C2
ZINC000160244832,*=CCC(CC=*)NC(=NCC)NCCOC,CCN=C(NCCOC)NC1CC=CC1
ZINC000599389506,*=CCC=C(C=*)C(=O)ON1C(=O)CCC1=O,O=C(ON1C(=O)CCC1=O)C1=CCC=C1
ZINC000000297662,*=CC(=C(C)C)S(=O)(=O)C(C=*)=C(C)C,CC(C)=C1C=CC(=C(C)C)S1(=O)=O
ZINC000001232084,*=CCCC(C=*)c1ccc(O)cc1,Oc1ccc(C2C=CCC2)cc1
ZINC000001589735,*=CCc1c(C)ccc(C)c1C=*,Cc1ccc(C)c2c1C=CC2
ZINC000001670978,*=Cc1ccccc1C(C)C=*,CC1C=Cc2ccccc21
ZINC000001690095,*=CCCC(C=*)c1ccccc1O,Oc1ccccc1C1C=CCC1
ZINC000001711532,*=CC1CC1(C)C(=O)CC(C)(C)C=*,CC1(C)C=CC2CC2(C)C(=O)C1
ZINC000002009877,*=CCCC(C=*)CCC,CCCC1C=CCC1
ZINC000003070131,*=CCCCCC(O)CCCC=*,OC1CCCC=CCCCC1
ZINC000004829743,*=CCCCCCC(=O)CCC=*,O=C1CCC=CCCCCC1
ZINC000021303745,*=CCCN(CCC=*)C(=O)OC(C)(C)C,CC(C)(C)OC(=O)N1CCC=CCC1
ZINC000023671980,*=CCCNc1ccccc1C=*,C1=Cc2ccccc2NCC1
ZINC000025720621,*=CCCC1ON=C(C)C1CCC=*,CC1=NOC2CCC=CCCC12
ZINC000036436962,*=CCC(CC=*)OCc1ccccc1,C1=CCC(OCc2ccccc2)C1
ZINC000043198622,*=CCCC1(CCC=*)CCCO1,C1=CCCC2(CC1)CCCO2
ZINC000043599124,*=CCCCCCCC=*,C1=CCCCCCC1
ZINC000045027745,*=CC=C(C)N=C(OC)C(C)CC=*,COC1=NC(C)=CC=CCC1C
ZINC000045027834,*=CC12CCCCC1(C=*)CC(=O)CC2,O=C1CCC23C=CC2(CCCC3)C1
ZINC000045028012,*=CC=C(C)C(=O)Nc1ccccc1C=*,CC1=CC=Cc2ccccc2NC1=O
ZINC000045028047,*=CC=C1CCCCC(=CC=*)C1C(=O)O,O=C(O)C1C2=CC=CC=C1CCCC2
ZINC000054962118,*=CCCCCCC=*,C1=CCCCCC1
ZINC000055168342,*=CCc1cc(C)cc(C)c1C=*,Cc1cc(C)c2c(c1)CC=C2
ZINC000059289129,*=CCc1cccc(Cl)c1C=*,Clc1cccc2c1C=CC2
ZINC000067175968,*=CCc1ccc(Cl)cc1C=*,Clc1ccc2c(c1)C=CC2
ZINC000068569613,*=Cc1ccccc1C1(C=*)CC1,C1=CC2(CC2)c2ccccc21
ZINC000071241962,*=CCc1c(Cl)cccc1C=*,Clc1cccc2c1CC=C2
ZINC000071257215,*=CC=C(CC=*)C(C)(C)C,CC(C)(C)C1=CC=CC1
ZINC000071772067,*=CCCCCN(C=*)C(=O)OC(C)(C)C,CC(C)(C)OC(=O)N1C=CCCCC1
ZINC000071785305,*=CCCC1CC1CCC=*,C1=CCCC2CC2CC1
ZINC000071785510,*=CC1(C)CCCC1(C)C=*,CC12C=CC1(C)CCC2
ZINC000071786104,*=CC1(C)CCC(C(C)C)C1(C=*)CO,CC(C)C1CCC2(C)C=CC12CO
ZINC000082101984,*=CCc1c(C)cccc1C=*,Cc1cccc2c1CC=C2
ZINC000098074342,*=CC=C(CC=*)c1nc2ccccc2[nH]1,C1=CCC(c2nc3ccccc3[nH]2)=C1
ZINC000100028196,*=CN([C]N(C=*)C(C)(C)C)C(C)(C)C,CC(C)(C)N1[C]N(C(C)(C)C)C=C1
ZINC000100291730,*=CN(C)C(C)N(C=*)CCCCCC,CCCCCCN1C=CN(C)C1C
ZINC000101140036,*=CC1CCC2CCC(C=*)C12,C1=CC2CCC3CCC1C23
ZINC000101445778,*=CCCC1C(CCC=*)C1C(=O)OCC,CCOC(=O)C1C2CCC=CCCC21
ZINC000117458927,*=CCc1cc(Cl)ccc1C=*,Clc1ccc2c(c1)CC=C2
ZINC000137698271,*=CC1CC(C=*)N(Cc2ccccc2)C1C,CC1C2C=CC(C2)N1Cc1ccccc1
ZINC000169744155,*=CC=C(CC=*)[Si](C)(C)C,C[Si](C)(C)C1=CC=CC1
ZINC000255190641,*=Cc1cc(N)cc(F)c1C(C)(C)C=*,CC1(C)C=Cc2cc(N)cc(F)c21
ZINC000261507564,*=Cc1c(N)ccc(F)c1C(C)(C)C=*,CC1(C)C=Cc2c(N)ccc(F)c21
ZINC000328579357,*=CCC1(CC=*)CNC1c1ccccc1,C1=CCC2(C1)CNC2c1ccccc1
ZINC000407986258,*=CCCCc1ccc(N)cc1C=*,Nc1ccc2c(c1)C=CCCC2
ZINC000078997598,*=CCC(CC=*)C(=O)N1CCOCC1C#N,N#CC1COCCN1C(=O)C1CC=CC1
ZINC000101260094,*=CC1CC(C=*)C(C(=O)NCC=C)C1C(=O)O,C=CCNC(=O)C1C2C=CC(C2)C1C(=O)O
ZINC000102683121,*=CC1CC(C=*)C(C(=O)N2CCOCC2C#N)C1,N#CC1COCCN1C(=O)C1CC2C=CC1C2
ZINC000136942164,*=CC1CC(C=*)C2C(=O)N(OC(C)=O)C(=O)C12,CC(=O)ON1C(=O)C2C3C=CC(C3)C2C1=O
ZINC000952969711,*=CCNC(C=*)C(=O)N1CCN(CC(=C)C)CC1,C=C(C)CN1CCN(C(=O)C2C=CCN2)CC1
ZINC000000080464,*=CCC1C(C(=O)O)Nc2ccc(OC)cc2C1C=*,COc1ccc2c(c1)C1C=CCC1C(C(=O)O)N2
ZINC000000179767,*=CCC1C(C(=O)O)Nc2ccccc2C1C=*,O=C(O)C1Nc2ccccc2C2C=CCC12
ZINC000000218780,*=CCC1C(C(=O)O)Nc2ccc(F)cc2C1C=*,O=C(O)C1Nc2ccc(F)cc2C2C=CCC12
ZINC000000276310,*=CCC1C(C(=O)O)Nc2c(OC)cccc2C1C=*,COc1cccc2c1NC(C(=O)O)C1CC=CC21
ZINC000002481618,*=CCC1C(C(=O)O)Nc2c(F)cccc2C1C=*,O=C(O)C1Nc2c(F)cccc2C2C=CCC12
ZINC000001676805,*=CC1CC(C=*)C(COC(=O)CCl)C1,O=C(CCl)OCC1CC2C=CC1C2
ZINC000001713025,*=CC1CC(C=*)C(C(=O)OCCCl)C1,O=C(OCCCl)C1CC2C=CC1C2
ZINC000008350215,*=CCCC(C=*)CC(=O)NNC(=O)c1ccccc1,O=C(CC1C=CCC1)NNC(=O)c1ccccc1
ZINC000016756661,*=CNC(SC=*)=C(C#N)C(=O)c1ccncc1,N#CC(C(=O)c1ccncc1)=C1NC=CS1
ZINC000017951278,*=CC1CC(C=*)C2C(=O)N(CCCl)C(=O)C12,O=C1C2C3C=CC(C3)C2C(=O)N1CCCl
ZINC000020754355,*=CCC1C(=NNC(=O)c2ccncc2)CC1C=*,O=C(NN=C1CC2C=CCC12)c1ccncc1
ZINC000068571798,*=CC(C)C1(C(C=*)C2CC(=O)OC2=O)CC1,CC1C=CC(C2CC(=O)OC2=O)C12CC2
ZINC000100245192,*=CC1CC(C=*)C(C(=O)Cl)C1C(=O)Cl,O=C(Cl)C1C2C=CC(C2)C1C(=O)Cl
ZINC000100363324,*=CC=C(C)C(CC(C)(C)C=*)=NNC(N)=O,CC1=CC=CC(C)(C)CC1=NNC(N)=O
ZINC000001561943,*=CC1CC(C=*)C(C=O)C1,O=CC1CC2C=CC1C2
ZINC000001711483,*=CCCCCC1OC1C=*,C1=CC2OC2CCCC1
ZINC000038324889,*=CCC(C#N)(CC=*)C(=O)OCC,CCOC(=O)C1(C#N)CC=CC1
ZINC000039087649,*=CCC(C#N)(CC=*)C(=O)OC,COC(=O)C1(C#N)CC=CC1
ZINC000043198625,*=CCCC1(CCC=*)CO1,C1=CCCC2(CC1)CO2
ZINC000043214771,*=CCCC(=O)C(O)(CC=C)CCC=*,C=CCC1(O)CCC=CCCC1=O
ZINC000043762808,*=CC(C=NO)CC(C=*)C(=O)OCC,CCOC(=O)C1C=CC(C=NO)C1
ZINC000043763188,*=CC(CC(O)(C=*)CC=C)OC(C)=O,C=CCC1(O)C=CC(OC(C)=O)C1
ZINC000066103253,*=CC=C1C(=O)CC(N(C)C)=C1C=*,CN(C)C1=C2C=CC=C2C(=O)C1
ZINC000071785318,*=CC=CC(=O)C1CC1C=*,O=C1C=CC=CC2CC12
ZINC000071786456,*=CCC1C(O)C(C)(C=C)C1C=*,C=CC1(C)C(O)C2CC=CC21
ZINC000071786879,*=CCC1C(=O)C(C)(C=C)C1C=*,C=CC1(C)C(=O)C2CC=CC21
ZINC000075772025,*=Cc1cc(C#N)ccc1S(=O)(=O)C=*,N#Cc1ccc2c(c1)C=CS2(=O)=O
ZINC000100594972,*=CC1CC(C=*)C2C(=O)C(C)=CC(=O)C12,CC1=CC(=O)C2C3C=CC(C3)C2C1=O
ZINC000100993457,*=CCCC=CC(=O)CC=*,O=C1C=CCCC=CC1
